labels,balaban,nodes,edges,estrada,narumi,padmakar_ivan,polarity_nr,randic,szeged,wiener,zagreb,schultz
0,0.3890744387379261,36,42,758.906687364921,1114512556032,1566,76,17.172287,5571.0,3487,222,15967
0,0.5831409198589663,18,20,45.7345,559872,354,29,8.664704,936.0,556,98,2461
0,0.4707279278655247,23,23,53.76405,1492992,490,34,10.989601,1335.0,1154,104,4428
0,0.4479688245945964,23,23,53.974697,1119744,500,30,10.828607,1598.0,1214,106,4655
0,0.40061640668847165,26,27,443.54378844144935,26873856,690,35,12.346245,2422.0,1720,126,6972
0,0.8869736927489893,13,16,36.441914,52488,209,21,6.2876935,351.0,191,86,979
0,0.40613767915198556,27,29,68.00467,40310784,777,47,12.397701,2725.0,1832,150,7657
0,0.4139671903430371,27,29,489.11000522342425,40310784,777,47,12.397701,2608.0,1793,150,7495
0,0.8207197064467362,13,15,34.561924,17496,188,20,6.1983776,322.0,204,78,961
0,0.2726809782272145,60,65,1103.8329000718836,739537018400276480,4114,112,28.187618,24018.0,13714,326,58162
0,0.6416930860390427,13,13,30.6258,2592,148,15,6.147065,283.0,255,60,1008
0,0.4283157050566768,28,32,72.800255,2176782336,922,53,13.575388,3130.0,1880,160,8534
0,0.44632796374069456,27,29,66.72308,161243136,776,45,13.100084,2343.0,1684,138,7010
0,0.476179099015443,26,30,68.00472,725594112,803,48,12.669035,2695.0,1468,150,6679
0,0.5170324465504266,21,24,53.98774,17915904,518,39,10.347667,1758.0,860,116,3924
0,0.5849202482900011,17,19,43.598694,331776,312,25,8.2499485,763.0,498,94,2208
0,0.23235725045726155,43,48,108.5227,213986410758144,2212,72,21.101688,12008.0,8028,228,35648
0,0.20060464782274398,50,55,124.24257,36520347436056576,2932,76,24.653,16855.0,12617,254,55384
0,0.33243843087675556,47,52,121.23141,76169969926144,2568,110,21.964863,13556.0,7119,274,30160
0,0.3324384308767557,47,52,121.23141,76169969926144,2568,110,21.964863,13556.0,7119,274,30160
0,0.46410972043168053,26,28,64.572266,60466176,732,47,12.472764,2736.0,1515,136,6296
0,0.4086681942690076,28,29,475.4346170799878,45349632,800,44,13.095131,2569.0,1955,140,7876
0,0.5813762343031261,19,21,48.25157,839808,387,33,9.092224,1053.0,630,104,2735
0,0.4826774687552944,15,14,212.97457085591415,1728,182,15,6.7210326,442.0,442,66,1624
0,0.284170501757936,37,38,619.0079417025578,18345885696,1394,49,17.353992,5534.0,4922,180,19958
0,0.8427094563595094,13,18,43.19998,419904,257,15,6.471197,556.0,211,104,1241
0,0.5803726984480733,17,17,41.082207,10368,260,26,7.5770216,528.0,495,88,1924
0,0.577746406514877,20,23,52.02351,6718464,457,38,9.737184,1291.0,698,114,3207
0,0.31902611437471984,30,32,73.879005,859963392,974,48,14.3348675,4195.0,2844,154,11944
0,0.3640813949379343,25,26,427.6012828215441,11943936,624,33,11.797843,2238.0,1753,124,7064
0,0.509037059730874,23,26,59.05623,40310784,610,42,11.202708,2174.0,1078,128,4762
0,0.38771438118632556,27,30,67.97892,1019215872,827,39,13.240713,2866.0,1913,142,8465
0,0.47618577660986783,29,29,463.11128996568664,15116544,806,54,13.491854,2474.0,1862,142,7019
0,0.5010461073062894,22,22,351.32580618086575,331776,456,35,10.1200285,1200.0,984,108,3808
0,0.48774183607360355,23,23,367.29516100726875,884736,500,36,10.764185,1290.0,1110,110,4299
0,0.5174722836098649,21,20,308.4777555932561,18432,380,34,9.060495,862.0,862,106,3134
0,0.42927338404870896,18,18,287.4483868752538,62208,300,22,8.5240755,927.0,732,82,2888
0,0.4927888786993561,18,18,42.575382,41472,300,23,8.303549,815.0,648,86,2536
0,0.5540526968416425,15,16,36.89689,31104,223,18,7.1478667,567.0,389,76,1673
0,0.3252354664553336,34,35,571.141210809691,1358954496,1178,56,15.716276,4759.0,3661,174,14712
0,0.4375343083982392,25,25,399.2338706600747,1769472,594,41,11.443489,1650.0,1452,124,5657
0,0.6158216223087033,17,16,244.78487565748327,3072,240,29,7.515167,476.0,476,82,1714
0,0.3427080466235619,44,47,789.2430702271259,8463329525760,2102,74,20.903994,8923.0,5955,228,24494
0,0.4076827816903408,35,38,88.14531,16529940480,1356,74,16.47134,5936.0,3093,192,13010
0,0.49850256390462766,23,25,425.6939318178799,5971968,544,44,10.738817,1427.0,1067,128,4576
0,0.5463286940003798,19,20,46.609802,279936,351,29,9.095754,781.0,675,96,2743
0,0.38170845457250263,20,21,48.19894,995328,408,24,9.631031,1397.0,1013,96,4268
0,0.3694641818312448,34,38,86.58823,104485552128,1349,61,16.515902,5699.0,3268,186,14250
0,0.351423466677725,39,43,98.2367,2507653251072,1740,70,18.93909,6900.0,4562,208,19554
0,0.5962351940708873,13,12,181.2028198681018,432,132,16,5.7705617,268.0,268,58,974
0,0.5660969238497708,15,14,212.97457085591415,1152,182,21,6.6318626,384.0,384,70,1396
0,0.43934698435477015,27,30,68.445305,483729408,817,46,13.05855,2714.0,1720,146,7479
0,0.6029709291605344,19,22,50.405746,2239488,411,33,9.105285,1013.0,613,114,2811
0,0.36782832621390615,25,27,61.889053,53747712,669,36,12.041714,2278.0,1691,128,7257
0,0.5911607183061935,17,18,41.72107,93312,288,26,8.168234,716.0,487,86,2022
0,0.5511603837618155,21,24,55.1108,6718464,480,40,10.009674,1318.0,820,124,3704
0,0.4933860986244916,21,24,54.6343,11943936,480,34,10.210568,1476.0,914,120,4120
0,0.4861008428426439,24,28,63.756927,161243136,650,43,11.583249,1981.0,1223,144,5624
0,0.5338054234113787,21,25,56.470387,35831808,506,36,10.240713,1385.0,842,128,4023
0,0.45325307193613196,23,25,57.56783,10077696,556,37,10.990401,1722.0,1177,122,5021
0,0.4122848847927583,26,30,68.060486,725594112,786,43,12.597357,2611.0,1663,150,7641
0,0.4185615073496974,28,32,73.020546,1934917632,888,52,13.531938,3329.0,1950,162,8683
0,0.7240069546317325,11,11,25.862852,864,104,13,5.2912235,181.0,158,50,636
0,0.5484374232934794,19,22,49.856075,3359232,423,32,9.237184,1166.0,669,110,3091
0,0.41003408496927035,30,31,507.33189614440795,42467328,898,59,13.543772,3005.0,2261,164,8948
0,0.6669375222787839,15,15,239.54032239604481,4608,200,26,6.8871756,387.0,340,76,1318
0,0.5678458720223348,20,20,319.38709652805977,36864,374,34,8.679253,975.0,716,108,2746
0,0.6175489506428706,15,14,34.244404,1296,182,21,6.7134314,360.0,360,68,1298
0,0.5456458740438038,17,16,39.473267,3072,240,25,7.4722733,524.0,524,82,1906
0,0.6734840505944407,15,17,38.669113,93312,247,24,7.25402,648.0,327,84,1505
0,0.3772210096835808,30,32,75.224754,241864704,934,55,13.905956,3297.0,2473,164,10168
0,0.34786270420839993,29,30,69.151215,286654464,852,41,13.9904,3690.0,2416,136,9908
0,0.3851323125638831,27,27,431.17258031288065,3981312,678,35,12.17227,1929.0,1929,136,7446
0,0.4545404688197817,12,11,25.872414,1024,110,9,5.9142137,286.0,286,42,1054
0,0.3169013055654747,29,31,71.42944,573308928,892,40,13.825519,3431.0,2682,148,11332
0,0.4791062361535595,23,24,56.30873,2239488,528,39,10.835552,1446.0,1119,118,4518
0,0.5468014207384229,19,21,47.922462,1119744,400,32,9.164704,1268.0,658,102,2903
0,0.4093358800811706,26,31,69.4546,3869835264,816,42,12.865305,2732.0,1694,154,8108
0,0.6387894376730323,15,16,37.05763,23328,226,24,7.0922236,650.0,344,78,1464
0,0.4761165973936035,24,27,62.065598,40310784,659,46,11.397702,2425.0,1241,138,5459
0,0.6562556816292276,15,16,36.85484,31104,226,24,7.236382,622.0,336,76,1430
0,0.5910387780670504,17,18,41.42431,124416,292,27,8.274386,856.0,488,84,2032
0,0.45619845490472644,27,30,68.15012,644972544,844,48,13.223875,3052.0,1650,144,7182
0,0.5543739630369542,18,18,42.809055,31104,300,26,8.259037,761.0,583,88,2262
0,0.22417186750572982,53,55,903.0316201373357,1711891286065152,2952,72,25.216568,15284.0,12998,256,53055
0,0.205372212442464,53,55,903.0316201373357,2282521714753536,2908,69,25.301552,15117.0,14115,254,58140
0,0.39116989201649766,35,40,710.0371473126562,235092492288,1437,70,16.663723,5852.0,3325,206,14720
0,0.408612624510608,35,40,91.62384,235092492288,1437,71,16.68056,5540.0,3169,206,14036
0,0.4268520851647658,33,38,678.9062370723307,78364164096,1291,67,15.769876,4824.0,2693,196,12064
0,0.23360583652014077,34,35,80.54845,9172942848,1178,41,16.43556,5469.0,4911,156,20242
0,0.32623796904500474,28,28,447.14193513928365,31850496,750,33,13.208527,2640.0,2415,128,9504
0,0.606328057816632,17,18,41.88234,82944,294,30,8.10499,816.0,476,88,1990
0,0.4968164700241784,22,24,55.298794,5971968,521,35,10.499638,1456.0,987,118,4242
0,0.5179815091692949,16,17,39.186523,62208,254,20,7.6647043,652.0,474,80,2028
0,0.5898336745431969,13,13,30.31295,3456,150,15,6.2363825,358.0,268,58,1083
0,0.26888987298956873,38,38,606.8354834033136,3439853568,1373,56,17.45818,5547.0,5476,186,21494
0,0.42147034883450074,23,23,367.29516100726875,629856,488,33,10.645642,1295.0,1254,110,4870
0,0.41643951550545727,30,33,75.53162,2902376448,1010,54,14.604416,3856.0,2246,160,9584
0,0.366959610991169,32,34,78.92853,1632586752,1104,60,15.242821,4465.0,2887,166,11916
0,0.3762639302755857,23,25,56.794212,23887872,582,32,11.220347,2158.0,1392,116,6057
0,0.8110034950213895,10,10,159.69354826402989,288,85,10,4.511637,135.0,114,50,470
0,0.6272382895695658,15,16,36.9457,31104,223,22,7.2363825,517.0,355,76,1501
0,0.4570871775326461,25,27,62.037388,40310784,682,41,11.990402,2370.0,1408,130,5921
0,0.47518326085039897,22,24,54.97383,6718464,532,36,10.579718,1890.0,1033,116,4428
0,0.3595447771786297,36,38,632.1774493838319,7346640384,1330,67,16.666334,4844.0,3772,192,15261
0,0.3533985911787522,27,29,489.11000522342425,107495424,776,41,12.780025,2911.0,2085,142,8810
0,0.3646760543467707,25,26,59.936127,33554432,611,33,12.181981,3082.0,1633,118,6819
0,0.6089696428412442,12,12,28.226559,1536,126,11,5.578298,298.0,217,56,888
0,0.5003560332815318,24,27,61.50569,60466176,674,44,11.541713,2317.0,1175,134,5206
0,0.43491127815951636,20,21,48.65692,559872,408,29,9.469234,1361.0,901,100,3740
0,0.36666315793874876,25,27,61.608624,71663616,682,39,12.223877,2734.0,1714,126,7333
0,0.44465493303350356,23,24,55.73898,3981312,540,34,10.942508,1604.0,1196,114,4912
0,0.5803042312831628,18,20,346.7221786203902,186624,358,32,8.275727,1168.0,555,108,2440
0,0.45131421497882346,21,24,54.16351,17915904,504,31,10.309663,1504.0,964,116,4454
0,0.452561415569821,23,24,56.41124,1679616,540,40,10.640771,1820.0,1188,120,4820
0,0.4699161285477188,22,24,54.75958,10616832,534,33,10.666633,1605.0,1032,114,4496
0,0.5400858708116612,19,20,46.227715,442368,366,31,9.23231,1084.0,676,94,2788
0,0.5220569783254183,18,20,346.7221786203902,746496,346,26,8.737184,955.0,614,96,2740
0,0.40594700147940005,27,29,67.3426,80621568,776,44,12.686378,2503.0,1828,144,7676
0,0.5190739753712622,22,24,55.651325,4478976,508,38,10.447231,1311.0,967,120,4092
0,0.49757253204780805,24,27,61.37877,80621568,660,41,11.647867,2095.0,1184,132,5262
0,0.4776103489938139,28,33,74.184685,8707129344,996,58,13.754022,4056.0,1720,166,7994
0,0.7005251051331272,14,16,36.168915,62208,215,21,6.8433366,511.0,272,78,1278
0,0.47501964937558994,20,23,51.876987,8957952,447,29,9.792827,1310.0,833,112,3873
0,0.43954104174901076,29,33,74.7543,5804752896,1004,53,14.169035,3644.0,1981,162,8874
0,0.3999756698910741,32,37,83.412186,139314069504,1240,57,15.703511,4772.0,2671,182,12200
0,0.3104994500882019,41,45,101.766045,31701690482688,1950,62,20.229008,8380.0,5652,208,24415
0,0.4543740816709768,30,35,79.212524,26121388032,1061,58,14.664704,3413.0,2078,176,9534
0,0.32131100438074384,30,33,75.27838,4586471424,990,51,14.588954,4110.0,2852,158,12446
0,0.46402354797829715,22,24,55.40093,5971968,510,35,10.54186,1348.0,1041,118,4510
0,0.4980141990888417,23,24,395.7233706975704,1492992,538,43,10.646231,1726.0,1086,122,4368
0,0.5713072249111522,14,14,33.03954,4608,176,18,6.593466,473.0,329,66,1304
0,0.5660969238497708,15,14,212.97457085591415,1152,182,21,6.6318626,384.0,384,70,1396
0,0.4612439540790846,29,33,75.32555,3869835264,984,56,14.096816,3385.0,1903,166,8445
0,0.4293124589260063,18,19,43.436745,331776,330,22,8.754021,1027.0,724,86,3086
0,0.33966808405220017,30,34,77.04274,13759414272,1067,52,14.6546335,4433.0,2697,166,12176
0,0.430958375636661,27,29,66.42211,254803968,794,44,13.158051,2372.0,1724,136,7313
0,0.48764986298049384,25,28,63.794895,120932352,726,46,12.05855,2614.0,1316,138,5768
0,0.6644537595679267,15,16,37.97823,13824,226,24,6.9156675,482.0,342,84,1430
0,0.8109326666381904,13,15,34.771446,15552,188,19,6.0941534,322.0,205,80,973
0,0.48651658872192316,20,22,50.790447,1492992,423,28,9.438472,1161.0,826,110,3579
0,0.2746778914800538,35,36,83.5309,7739670528,1248,51,16.760458,5570.0,4502,166,18130
0,0.4189100243236571,33,38,85.518196,330225942528,1343,64,16.261883,5269.0,2716,186,12313
0,0.6576134093676036,16,17,39.33953,46656,256,30,7.647065,614.0,381,82,1612
0,0.5586298778526356,15,15,37.486507,4608,198,20,6.8163137,391.0,391,76,1534
0,0.35464485150363123,26,29,65.71916,429981696,754,41,12.737184,2909.0,1923,138,8560
0,0.3394954623534226,28,31,70.57992,1289945088,851,43,13.690203,3477.0,2362,148,10337
0,0.5218479497079876,20,20,46.972248,186624,374,31,9.582447,1028.0,778,92,2988
0,0.4494659392043721,22,24,54.51534,11943936,534,31,10.720346,1710.0,1077,112,4684
0,0.3275586270736168,31,34,77.46977,7739670528,1096,52,15.122056,4958.0,2976,162,12836
0,0.3404106873707647,26,27,62.32366,35831808,690,34,12.452397,2609.0,1994,124,8112
0,0.40491441666751987,29,29,463.11128996568664,3538944,806,55,12.550443,2636.0,2116,158,8101
0,0.4883282280958759,26,29,504.34818142150334,136048896,745,48,12.396754,2216.0,1448,146,6246
0,0.32342190116239256,42,48,852.0445767751874,90275514941440,2113,80,20.240534,10128.0,5846,242,25980
0,0.37068068619391215,32,35,80.65839,7739670528,1125,58,15.4027195,3801.0,2860,172,12270
0,0.3574822983304392,28,29,66.94606,143327232,798,42,13.63809,3400.0,2279,132,9090
0,0.55012466899877,21,24,54.565533,10077696,507,40,10.202708,1569.0,818,120,3697
0,0.5390673882672277,22,24,55.549187,3779136,519,42,10.468432,1561.0,914,120,3896
0,0.7207082825263814,13,14,32.03354,10368,170,21,6.270857,384.0,221,66,980
0,0.452209653078567,22,23,53.54787,1679616,482,33,10.434759,1478.0,1091,110,4416
0,0.3175933674497365,31,34,77.43817,7739670528,1096,49,15.029209,5002.0,3092,162,13378
0,0.3875429446336385,28,31,70.92586,725594112,887,47,13.43556,3199.0,2063,152,8997
0,0.3525799103335511,34,35,81.70115,2176782336,1178,54,16.081825,4790.0,3409,166,13462
0,0.5077816461800257,24,27,472.93884539251906,30233088,666,49,11.299332,2614.0,1160,140,5124
0,0.49793346647622333,25,28,64.27427,80621568,724,51,11.987311,2826.0,1294,142,5660
0,0.37669199156825467,33,37,83.55203,123834728448,1298,56,16.262684,4850.0,2966,176,13119
0,0.39504901237696327,25,27,62.249275,35831808,682,40,11.86501,2432.0,1586,132,6813
0,0.5926016253381942,18,21,47.251915,2239488,383,31,8.826501,1181.0,543,104,2575
0,0.3381238368783358,30,33,75.26126,3869835264,1010,47,14.546045,4013.0,2720,158,11792
0,0.49020432839415756,26,30,68.038345,725594112,774,50,12.702707,2381.0,1435,150,6492
0,0.526399589862635,20,21,347.92965726829465,373248,406,34,9.385377,1342.0,772,104,3140
0,0.49665476834848044,20,21,49.41599,279936,398,31,9.203215,1088.0,802,106,3312
0,0.42589557176495757,27,30,68.484344,483729408,823,50,13.189402,3154.0,1785,146,7683
0,0.6044781813097005,19,22,49.782967,3359232,419,36,9.270857,1195.0,602,110,2799
0,0.9316953361848246,8,8,20.738968,81,51,7,3.6427345,63.0,63,40,266
0,0.38922326855661166,33,33,526.9887092712986,644972544,1050,49,15.797661,3186.0,2916,150,11197
0,0.43302451591884467,17,18,41.01542,221184,287,17,8.343336,788.0,633,80,2731
0,0.6307300767556334,18,21,47.59797,1679616,371,33,8.770857,947.0,520,106,2435
0,0.617622946706824,18,21,47.587387,1679616,371,32,8.75402,969.0,531,106,2485
0,0.3998821462874666,24,26,58.86026,63700992,632,32,11.8265,2020.0,1436,118,6222
0,0.5365826807396258,19,20,46.36113,279936,361,31,8.969234,1003.0,673,96,2775
0,0.3524982364784586,29,30,69.43778,214990848,858,44,14.010769,3444.0,2462,138,9864
0,0.6592142110760805,16,17,39.644325,34992,251,29,7.5409117,539.0,384,84,1609
0,0.4623391388707043,25,28,63.916615,120932352,697,47,12.151396,2359.0,1394,138,6119
0,0.3887683859748681,22,23,53.001152,2985984,494,30,10.596555,1651.0,1225,106,5100
0,0.3654847157866798,31,34,77.97804,4353564672,1073,51,14.829409,4045.0,2704,166,11653
0,0.4096926415197234,23,25,57.107437,17915904,561,32,11.152199,1915.0,1311,118,5606
0,0.43792915043184044,26,28,473.2423612816849,60466176,732,45,12.417922,2881.0,1605,136,6674
0,0.32616119827697393,34,37,84.489784,46438023168,1306,53,16.401888,5121.0,3605,176,15530
0,0.4265975832318628,26,29,66.18237,241864704,746,47,12.63456,2572.0,1612,142,7068
0,0.4453895425077733,24,27,61.592773,60466176,642,42,11.541714,2164.0,1311,134,5834
0,0.3785158806885495,24,24,56.070457,2985984,546,33,11.506437,1940.0,1557,108,6028
0,0.47620629660632563,21,23,52.344555,5971968,476,30,10.25402,1333.0,930,108,4056
0,0.41684089198750246,31,34,78.27865,3265173504,1056,60,14.9214525,3816.0,2385,168,10149
0,0.2998139626304726,41,46,103.89088,71328803586048,1964,62,20.1785,8198.0,5874,218,25850
0,0.5327796782830737,19,21,48.017746,1119744,392,31,9.202708,1190.0,679,102,2978
0,0.38418386483954303,32,35,80.533165,6530347008,1143,59,15.38778,4412.0,2766,172,11739
0,0.4084539793044389,29,32,551.6034590521598,1088391168,948,52,13.901086,3428.0,2128,158,9160
0,0.4296224717007923,27,30,520.0832679305853,362797056,828,47,12.952396,2838.0,1748,148,7618
0,0.6230619635804385,17,18,41.647724,93312,292,29,8.185071,832.0,464,86,1922
0,0.41316661682247413,27,30,69.28851,286654464,827,48,12.836372,2713.0,1832,152,8001
0,0.533983635120512,19,21,48.01285,1119744,393,30,9.164704,1064.0,673,102,2967
0,0.5253775076859578,20,23,51.83317,11943936,434,25,9.915816,960.0,770,110,3554
0,0.4809941192684734,21,23,52.5007,5971968,452,26,10.25402,1024.0,913,108,4002
0,0.44140642828505455,23,25,57.191277,17915904,554,31,11.147867,1510.0,1200,118,5187
0,0.5186787467488252,17,18,41.490967,124416,288,23,8.219545,750.0,551,84,2304
0,0.5755564528577509,20,22,51.071335,944784,424,37,9.4304285,1114.0,711,112,3040
0,0.3710233045158382,32,35,80.29903,8707129344,1143,56,15.460259,4487.0,2866,170,12211
0,0.35655910414448244,39,44,99.73899,10030613004288,1821,70,19.024878,7143.0,4468,214,19735
0,0.36905819847763216,37,42,94.946144,3343537668096,1653,65,18.097357,6341.0,3886,204,17327
0,0.35988093623010237,30,33,75.17032,3869835264,1030,49,14.524878,4039.0,2546,158,11074
0,0.35356614039834977,31,34,77.45996,7739670528,1096,51,15.041714,4294.0,2764,162,11966
0,0.41817599769733316,27,30,68.11802,644972544,844,45,13.131031,3060.0,1780,144,7824
0,0.42064010109314065,29,33,74.9783,4353564672,993,54,14.041715,3642.0,2083,164,9258
0,0.17424031508557114,60,63,1043.7889718048839,692533995824480256,3827,90,28.913818,26946.0,21658,294,89363
0,0.6019108232916762,12,12,27.810675,2304,126,12,5.8256984,302.0,221,52,900
0,0.3625344323405683,40,44,756.5135034221105,313456656384,1822,95,18.477814,9136.0,4716,236,19817
0,0.48906666424148754,22,25,56.526783,35831808,534,30,10.809663,1372.0,1008,120,4558
0,0.402094391540397,23,25,57.1192,17915904,568,34,11.164704,1908.0,1309,118,5692
0,0.8146979715693704,12,13,30.908356,2592,147,20,5.5148735,276.0,169,68,751
0,0.4161381565484443,26,28,64.32682,80621568,732,43,12.528406,2746.0,1666,134,6978
0,0.6271258762194306,18,19,44.38558,104976,328,35,8.523275,957.0,521,94,2136
0,0.4877927153621151,23,25,425.6939318178799,10077696,576,38,10.952396,2102.0,1110,122,4703
0,0.2596930844448904,35,38,86.545044,123834728448,1382,52,17.075876,7552.0,4796,178,20488
0,0.30075947814737336,28,30,68.40409,573308928,852,38,13.635361,3743.0,2612,138,11144
0,0.3075325535199061,27,26,404.11839884836553,7077888,650,28,12.780206,2404.0,2404,114,9028
0,0.4437849234491878,18,19,43.23349,442368,330,22,8.898178,971.0,701,84,2990
0,0.31009879522765615,49,52,121.44252,112717121716224,2628,89,22.921305,9666.0,8010,260,33160
0,0.7334904904792449,13,14,32.275303,7776,168,20,6.1815405,446.0,220,68,966
0,0.38355521586199626,22,21,324.4113105518363,82944,420,24,9.799332,1249.0,1249,102,4636
0,0.3723966861899158,28,29,67.360756,80621568,800,43,13.366611,2802.0,2123,136,8578
0,0.34917786676472107,28,29,67.43185,80621568,782,40,13.349773,2755.0,2250,136,9148
0,0.3480148619452153,31,34,77.29502,10319560704,1075,44,15.080521,3839.0,2835,160,12303
0,0.37417715253017075,26,28,64.38162,80621568,721,38,12.43556,2551.0,1834,134,7750
0,0.5649750669602669,24,29,65.98958,573308928,735,49,11.756601,2373.0,1066,152,5109
0,0.5986043435331528,21,24,55.463154,7962624,519,45,10.100789,1466.0,757,124,3419
0,0.5344571504333655,23,26,59.338978,30233088,605,44,11.092223,2014.0,1011,130,4517
0,0.7058054896550806,15,17,299.6307705696635,82944,246,26,7.172452,740.0,312,86,1443
0,0.4832316857942381,19,20,332.0065757527438,279936,368,28,8.969234,1114.0,734,96,3066
0,0.5201956735794805,24,28,63.42713,181398528,693,44,11.614193,2272.0,1142,142,5261
0,0.48971416899446374,21,23,52.49121,4478976,486,35,10.223876,1652.0,904,110,3913
0,0.4981691227711507,20,22,50.19104,2239488,442,32,9.647867,1475.0,799,106,3492
0,0.5557747331826848,21,24,54.562454,10077696,510,40,10.202709,1691.0,806,120,3652
0,0.2592915793546543,34,37,84.339935,61917364224,1282,48,16.474367,6308.0,4529,174,19506
0,0.32484759540664704,26,28,63.920483,143327232,721,33,12.597357,2729.0,2068,130,8862
0,0.5386311929783741,20,21,48.740974,663552,408,35,9.65303,1166.0,750,100,3084
0,0.5788509060429332,19,20,332.0065757527438,196608,361,37,8.785405,863.0,622,102,2603
0,0.4389853233502979,32,34,568.5454253363462,2902376448,1082,61,15.4762945,3716.0,2450,162,9969
0,0.41230951534496846,29,31,71.66734,362797056,892,45,13.756927,2827.0,2111,150,8748
0,0.3550188297831193,38,42,95.72495,1671768834048,1648,66,18.511572,6000.0,4250,202,18338
0,0.44267680630771167,23,25,57.95518,10077696,584,35,10.986071,1818.0,1204,122,5157
0,0.404261138221632,25,27,62.737286,30233088,686,39,11.896754,2370.0,1572,132,6647
0,0.46198474706625586,24,27,62.080967,60466176,665,39,11.575387,2055.0,1277,134,5641
0,0.4311323362456616,24,26,441.5331600287534,15116544,634,36,11.363081,2115.0,1357,128,5742
0,0.3269401185995773,33,33,526.9887092712986,1528823808,1050,45,16.14162,4248.0,3492,144,13419
0,0.44554868229411665,21,24,53.942112,23887872,503,29,10.39898,1485.0,990,114,4549
0,0.4073167508106347,22,24,54.836987,8957952,522,32,10.647868,1635.0,1172,114,5115
0,0.6075464185382682,18,19,44.386284,124416,328,33,8.508873,933.0,540,94,2222
0,0.32833939587130406,29,32,72.66571,2579890176,966,46,14.135362,4374.0,2602,152,11324
0,0.48453882194834896,23,25,57.813957,7558272,565,41,10.93476,1802.0,1123,124,4721
0,0.352420398561084,32,36,82.12909,26121388032,1173,57,15.452398,4560.0,3000,178,13294
0,0.4737479766864761,24,28,63.123875,241864704,704,45,11.741514,2729.0,1246,140,5777
0,0.47135854149411643,24,26,441.5331600287534,26873856,617,39,11.651397,1899.0,1257,124,5296
0,0.1820182917986779,70,71,1145.776851204328,14975625447239319552,4958,103,33.380287,31089.0,27943,326,110740
0,0.4991878078764768,22,23,379.78861866571947,1119744,492,35,10.204196,1565.0,987,114,4004
0,0.3804177752001897,23,26,58.415752,95551488,612,33,11.398979,2198.0,1379,122,6280
0,0.40915580834596427,26,29,66.25094,241864704,752,43,12.558549,2446.0,1691,142,7446
0,0.36814450651184083,28,30,70.00362,136048896,854,44,13.184447,3235.0,2180,148,9090
0,0.42675646667760947,23,25,57.94444,10077696,584,34,10.9692335,1914.0,1252,122,5361
0,0.3957440294559084,25,27,62.726765,30233088,686,38,11.879918,2442.0,1608,132,6799
0,0.44283807402308634,22,24,409.8668672790422,6718464,536,32,10.575388,1674.0,1098,116,4740
0,0.5993437266592909,18,19,44.396084,124416,328,34,8.546877,971.0,544,94,2246
0,0.5336732950021345,23,25,57.561623,11943936,580,45,11.15303,1830.0,1016,122,4317
0,0.417083401293725,24,25,57.879745,8957952,574,33,11.524076,1616.0,1384,116,5664
0,0.473424455988267,19,19,303.4177417016568,62208,336,24,8.687359,998.0,758,92,2947
0,0.3548181416962779,34,36,600.3540878062956,2717908992,1242,57,15.677154,5018.0,3339,186,13702
0,0.3147914061050199,31,35,79.141396,30958682112,1088,48,15.207842,4778.0,3098,168,13940
0,0.736661488380834,13,14,32.376232,7776,167,19,6.198377,341.0,222,68,969
0,0.4102249745898728,22,23,53.032974,2985984,494,33,10.710569,1757.0,1175,106,4820
0,0.406440156608499,32,33,539.2344044638803,408146688,1044,51,14.899663,3791.0,2635,160,10384
0,0.38113306591291923,27,29,65.69855,509607936,794,35,13.347668,2574.0,1926,130,8231
0,0.5405727753793167,13,13,30.090033,4608,150,13,6.325699,380.0,290,56,1175
0,0.3341441838170753,24,25,57.954613,8957952,560,30,11.486072,1773.0,1687,116,6968
0,0.23529411764705882,32,32,72.946724,4294967296,960,32,16.0,8192.0,4096,128,16512
0,0.2952737094097049,45,48,805.1316935304163,21134460321792,2205,78,21.312569,10971.0,7020,234,29487
0,0.3110863386558827,42,49,109.995804,722204119531520,2280,84,20.72901,13389.0,5957,242,27180
0,0.28660075514270617,34,34,542.9580640977016,3057647616,1116,43,16.548775,4822.0,4151,148,16072
0,0.47740458442161343,23,22,340.3479359495147,147456,462,32,10.376974,1140.0,1140,108,4162
0,0.7939854168248984,10,10,23.698277,384,84,12,4.661614,187.0,115,48,478
0,0.7620471207446737,11,11,26.414576,512,104,14,4.9748735,238.0,148,56,605
0,0.40421981014818675,34,39,89.119934,156728328192,1363,68,16.291044,5389.0,3034,200,13502
0,0.4196941295932782,33,38,86.83052,78364164096,1291,66,15.753039,4928.0,2745,196,12292
0,0.6034938038605718,14,14,33.03039,3888,176,19,6.5409117,450.0,312,66,1234
0,0.8953325154684875,11,12,28.05542,1728,121,18,5.121027,218.0,128,62,585
0,0.4347228660169586,26,29,66.78632,181398528,788,46,12.524075,2804.0,1595,144,6976
0,0.4591342970947867,24,27,61.993477,60466176,678,41,11.575388,2305.0,1282,134,5692
0,0.5611895185325615,19,21,48.648224,839808,402,32,9.147066,1198.0,652,104,2837
0,0.2975395236512001,43,46,773.3582833264365,3761479876608,2046,77,20.371449,9160.0,6460,226,26982
0,0.4260021824680462,23,24,395.7233706975704,5971968,534,34,11.075387,2100.0,1222,110,5070
0,0.2909926874248305,39,43,96.951866,10567230160896,1776,55,19.225477,7510.0,5346,198,23393
